,name,token_id,asset_contract,payment_token,total_price,usd_exchange_rate,seller_adress,buyer_adress,time_stamp
2553,CryptoPunk #2489,179482,CryptoPunks,ETH,22600000000000000000,3462.909999999999854000,0x1424d290d3550c6ebab94c42ab415c20eed8a4e1,0x5ad27c39287946143f787df3ed288c0d11f5a7f3,2021-03-11T16:36:24
2554,CryptoPunk #3910,527356,CryptoPunks,ETH,25990000000000000000,3462.909999999999854000,0x5f5df42ddb92d621176a59c437f54fcf1bb4be23,0x2e10fd3884dce04f992a3b68d52f807014b41237,2021-03-11T16:33:55
2555,CryptoPunk #8747,177623,CryptoPunks,ETH,22700000000000000000,3462.909999999999854000,0x05e2461c8c10138aee241268f28de6003d3dbadb,0xb2546aa63d6cb96611c48ca3c6cb8d577efac756,2021-03-11T16:26:44
2556,CryptoPunk #118,178542,CryptoPunks,ETH,20250000000000000000,3462.909999999999854000,0x3945476e477de76d53b4833a46c806ef3d72b21e,0x9179de43eafb051053f4ab99b9d9292d20eea723,2021-03-11T16:26:18
2557,CryptoPunk #1962,526276,CryptoPunks,ETH,24990000000000000000,3462.909999999999854000,0x8bb4f3be31bc5aac56c75a41522b1e0d517aabc0,0x7d85806c589d9e1301898932a32108f15c6daf14,2021-03-11T16:17:36
2558,CryptoPunk #703,525426,CryptoPunks,ETH,19990000000000000000,3462.909999999999854000,0x338fd148fa51c6d1e2060bd9ce3c739c920420d0,0x1d337f7e2974282a4e1567a1af90699f799368d2,2021-03-11T16:04:22
2559,CryptoPunk #7184,529438,CryptoPunks,ETH,20500000000000000000,3462.909999999999854000,0x5f5df42ddb92d621176a59c437f54fcf1bb4be23,0x2e7698859a96de0dd240aa96ac6d47f90752b530,2021-03-11T15:52:29
2560,CryptoPunk #3804,176631,CryptoPunks,ETH,24510000000000000000,3462.909999999999854000,0xa58ff195a0294e352d1e6b3bee317909af6b66e4,0xa307064b05b598c47aca897b1a42f0c84bfc52ac,2021-03-11T15:40:54
2561,CryptoPunk #2633,526641,CryptoPunks,ETH,53990000000000000000,3462.909999999999854000,0x29b1b2d083456fd07b19649f8b85f9927a29b1ab,0xbe63776fe7477491c183261799f94a7d85ef8375,2021-03-11T15:40:07
2562,CryptoPunk #6653,529094,CryptoPunks,ETH,20490000000000000000,3462.909999999999854000,0x577ebc5de943e35cdf9ecb5bbe1f7d7cb6c7c647,0xe75b05cf7f73c2808c711d38488cc8e0186d259e,2021-03-11T15:31:33
2563,CryptoPunk #2976,179335,CryptoPunks,ETH,18970000000000000000,3462.909999999999854000,0x62bdc64a14405e797f86796ea3c2476209ee0bf9,0x50664ede715e131f584d3e7eaabd7818bb20a068,2021-03-11T15:24:09
2564,CryptoPunk #5098,528108,CryptoPunks,ETH,19000000000000000000,3462.909999999999854000,0x899241b0c41051313ce36271a7e13d54c94877a1,0x50664ede715e131f584d3e7eaabd7818bb20a068,2021-03-11T15:23:42
2565,CryptoPunk #6130,178866,CryptoPunks,ETH,18490000000000000000,3462.909999999999854000,0x704c978d50590b21e4c2f43eb4da24fe61fcd707,0x50664ede715e131f584d3e7eaabd7818bb20a068,2021-03-11T15:23:42
2566,CryptoPunk #1767,179257,CryptoPunks,ETH,18490000000000000000,3462.909999999999854000,0xaae8c50d76c76fb8947c9a203103d28b55862977,0x50664ede715e131f584d3e7eaabd7818bb20a068,2021-03-11T15:23:01
2567,CryptoPunk #6793,177724,CryptoPunks,ETH,78000000000000000000,3462.909999999999854000,0x696ed7b26f4b019ceec78dc8b9140ad64a6f354b,0xec7641e298af02c19171451381c570327389b0c2,2021-03-11T15:16:43
2568,CryptoPunk #7591,529679,CryptoPunks,ETH,22490000000000000000,3462.909999999999854000,0x577ebc5de943e35cdf9ecb5bbe1f7d7cb6c7c647,0x84d34f4f83a87596cd3fb6887cff8f17bf5a7b83,2021-03-11T15:04:29
2569,CryptoPunk #923,525599,CryptoPunks,ETH,19890000000000000000,3462.909999999999854000,0x0055cd5f017027d10adf4f13332181e6d8d886bb,0x84d34f4f83a87596cd3fb6887cff8f17bf5a7b83,2021-03-11T15:04:29
2570,CryptoPunk #8341,530123,CryptoPunks,ETH,19900000000000000000,3462.909999999999854000,0x701f373df763308d96d8537822e8f9b2bae4e847,0x84d34f4f83a87596cd3fb6887cff8f17bf5a7b83,2021-03-11T15:04:10
2571,CryptoPunk #7073,179641,CryptoPunks,ETH,20490000000000000000,3462.909999999999854000,0xddfdcb21c935e8432a559cf689c83695b27a4177,0x84d34f4f83a87596cd3fb6887cff8f17bf5a7b83,2021-03-11T15:04:06
2572,CryptoPunk #3561,527158,CryptoPunks,ETH,18900000000000000000,3462.909999999999854000,0x62bdc64a14405e797f86796ea3c2476209ee0bf9,0x84d34f4f83a87596cd3fb6887cff8f17bf5a7b83,2021-03-11T15:04:06
2573,CryptoPunk #5435,180011,CryptoPunks,ETH,21499990000000000000,3462.909999999999854000,0xe3d78ce35d90bc404a71121c4585b138bb3d419e,0x84d34f4f83a87596cd3fb6887cff8f17bf5a7b83,2021-03-11T15:02:50
2574,CryptoPunk #8351,530131,CryptoPunks,ETH,21990000000000000000,3462.909999999999854000,0x6ad60e4047a113aae4e0a1cc8f74cf557931172a,0x84d34f4f83a87596cd3fb6887cff8f17bf5a7b83,2021-03-11T15:02:39
2575,CryptoPunk #470,525239,CryptoPunks,ETH,18990000000000000000,3462.909999999999854000,0x62bdc64a14405e797f86796ea3c2476209ee0bf9,0x84d34f4f83a87596cd3fb6887cff8f17bf5a7b83,2021-03-11T15:02:21
2576,CryptoPunk #6993,529311,CryptoPunks,ETH,21490000000000000000,3462.909999999999854000,0xbae25a69a6eb7341ee834be7635e247e22a1e57a,0x84d34f4f83a87596cd3fb6887cff8f17bf5a7b83,2021-03-11T15:02:04
2577,CryptoPunk #7870,529851,CryptoPunks,ETH,21000000000000000000,3462.909999999999854000,0x9cfd46caf2eddb8ff04086f04e5743e4ba98a5d5,0x84d34f4f83a87596cd3fb6887cff8f17bf5a7b83,2021-03-11T15:01:45
2578,CryptoPunk #7159,529425,CryptoPunks,ETH,20490000000000000000,3462.909999999999854000,0x577ebc5de943e35cdf9ecb5bbe1f7d7cb6c7c647,0x84d34f4f83a87596cd3fb6887cff8f17bf5a7b83,2021-03-11T15:01:45
2579,CryptoPunk #7885,176886,CryptoPunks,ETH,19000000000000000000,3462.909999999999854000,0x56178626332fc530561535eeaa914b863aa455f2,0x84d34f4f83a87596cd3fb6887cff8f17bf5a7b83,2021-03-11T15:01:21
2580,CryptoPunk #9141,530602,CryptoPunks,ETH,20490000000000000000,3462.909999999999854000,0x84c920595cde2841a719fe5aa8be5166d8e7c6da,0x84d34f4f83a87596cd3fb6887cff8f17bf5a7b83,2021-03-11T15:01:13
2581,CryptoPunk #1224,525821,CryptoPunks,ETH,23000000000000000000,3462.909999999999854000,0x577ebc5de943e35cdf9ecb5bbe1f7d7cb6c7c647,0xec7641e298af02c19171451381c570327389b0c2,2021-03-11T14:40:43
2582,CryptoPunk #8444,176847,CryptoPunks,ETH,17500000000000000000,3462.909999999999854000,0x62bdc64a14405e797f86796ea3c2476209ee0bf9,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,2021-03-11T13:44:25
2583,CryptoPunk #7148,529415,CryptoPunks,ETH,19900000000000000000,3462.909999999999854000,0xab3e454837bd5e42b2378fd284691a0f9638d49b,0x74be0af0bf7254328ddffc09425ff71d64a1a836,2021-03-11T13:27:43
2584,CryptoPunk #8178,179475,CryptoPunks,ETH,19990000000000000000,3462.909999999999854000,0xe1bb6ef5dd407404bf400dfab5b17033b208bd82,0x8a3d2efdb70c3fa23e0f38bdcb95c4f39ad1e127,2021-03-11T12:38:23
2585,CryptoPunk #9766,178820,CryptoPunks,ETH,35000000000000000000,3462.909999999999854000,0x3aac333b9687703a3a653f8f6dcce890cde4c5fa,0x5906f843eae2efe0983eb5f5318294866eda5dd8,2021-03-11T12:16:36
2586,CryptoPunk #6834,529202,CryptoPunks,ETH,19500000000000000000,3462.909999999999854000,0x05e2461c8c10138aee241268f28de6003d3dbadb,0x4e84a91a450aeef23f0670fb486d55b1d85a8dd0,2021-03-11T12:15:11
2587,CryptoPunk #1311,525875,CryptoPunks,ETH,26000000000000000000,3462.909999999999854000,0x577ebc5de943e35cdf9ecb5bbe1f7d7cb6c7c647,0xb23fb4ca613efa44589e2f9da64325039e9957a0,2021-03-11T11:13:40
2588,CryptoPunk #3259,526981,CryptoPunks,ETH,30000000000000000000,3462.909999999999854000,0x78f0269f5b1ca914c8c58993f41181f89e212b27,0xeca9c66692bb06d64e0289042409c69289c67c23,2021-03-11T11:02:42
2589,CryptoPunk #4797,527930,CryptoPunks,ETH,22000000000000000000,3462.909999999999854000,0x85baec1be8c448e7c7b2ffd0c97e883781c6a702,0x65b1b96bd01926d3d60dd3c8bc452f22819443a9,2021-03-11T10:06:15
2590,CryptoPunk #8191,178562,CryptoPunks,ETH,105000000000000000000,3462.909999999999854000,0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,0x279679e6b44ec547c6e0466e5efd7d47ef3a400f,2021-03-11T09:27:59
2591,CryptoPunk #9707,178637,CryptoPunks,ETH,45000000000000000000,3462.909999999999854000,0xe72eb31b59f85b19499a0f3b3260011894fa0d65,0x59d4fd60a25054bbd6cca11cf43946a3e033194b,2021-03-11T09:16:21
2592,CryptoPunk #3467,527104,CryptoPunks,ETH,23990000000000000000,3462.909999999999854000,0x86f39177283138fd6f5e344dfb78675ba4759ada,0x077777f53544c2b2ef753c19e8fc048049c5ff95,2021-03-11T08:48:26
2593,CryptoPunk #5785,176941,CryptoPunks,ETH,59000000000000000000,3462.909999999999854000,0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,0x51636d9efbfb79631824dd6107d54f2dcf548359,2021-03-11T08:39:54
2594,CryptoPunk #4293,527597,CryptoPunks,ETH,21000000000000000000,3462.909999999999854000,0x6f4a2d3a4f47f9c647d86c929755593911ee91ec,0x655d17814af0c5b0412ee7bc631c66b2c64f3ab5,2021-03-11T06:43:29
2595,CryptoPunk #6210,528807,CryptoPunks,ETH,25990000000000000000,3462.909999999999854000,0x5f5df42ddb92d621176a59c437f54fcf1bb4be23,0x2e0d63ffcb08ea20ff3acdbb72dfec97343885d2,2021-03-11T06:31:56
2596,CryptoPunk #9438,177403,CryptoPunks,ETH,36500000000000000000,3462.909999999999854000,0x5f5df42ddb92d621176a59c437f54fcf1bb4be23,0x7774e9d86f7f3ffed2a415cb0938690eb87f2b14,2021-03-11T06:30:50
2597,CryptoPunk #7342,178165,CryptoPunks,ETH,47500000000000000000,3462.909999999999854000,0xabf107de3e01c7c257e64e0a18d60a733aad395d,0xa83fa9c834bb5abe25f9c56eb5845b3203df94f2,2021-03-11T06:28:01
2598,CryptoPunk #7213,178761,CryptoPunks,ETH,44000000000000000000,3462.909999999999854000,0x701f373df763308d96d8537822e8f9b2bae4e847,0x51636d9efbfb79631824dd6107d54f2dcf548359,2021-03-11T05:59:23
2599,CryptoPunk #3853,527319,CryptoPunks,ETH,20480000000000000000,3462.909999999999854000,0x01c2e7b1de06da53bd0ec82fdb59e5767b8c6da1,0xad9f11d1dd6d202243473a0cdae606308ab243b4,2021-03-11T05:42:03
2600,CryptoPunk #1556,178391,CryptoPunks,ETH,36000000000000000000,3462.909999999999854000,0x577ebc5de943e35cdf9ecb5bbe1f7d7cb6c7c647,0xe53ef2dae90d98c7b89fca164315dc81ded0182d,2021-03-11T05:29:39
2601,CryptoPunk #9935,177752,CryptoPunks,ETH,28000000000000000000,3462.909999999999854000,0xa83fa9c834bb5abe25f9c56eb5845b3203df94f2,0xb0dafc466871c29662e5cbf4227322c96a8ccbe9,2021-03-11T05:29:36
2602,CryptoPunk #2221,526426,CryptoPunks,ETH,21750000000000000000,3462.909999999999854000,0x1695609ecf81d10f9b1227ced1a84eb36cffd57a,0x65b1b96bd01926d3d60dd3c8bc452f22819443a9,2021-03-11T05:24:42
2603,CryptoPunk #3565,527161,CryptoPunks,ETH,20000000000000000000,3462.909999999999854000,0x8f6b1e467fbe74d7dd43d59de0558f693c736798,0x0b7059d9e71bbd6e28677386b4c13c56b74b944d,2021-03-11T04:36:25
2604,CryptoPunk #8905,176632,CryptoPunks,ETH,22000000000000000000,3462.909999999999854000,0x05e2461c8c10138aee241268f28de6003d3dbadb,0x68952d674146275863e85381b156f079433de65f,2021-03-11T03:43:59
2605,CryptoPunk #3965,527388,CryptoPunks,ETH,25500000000000000000,3462.909999999999854000,0x8bb18f1eeb8d170f4edfe2c5d008986171b4e572,0x51636d9efbfb79631824dd6107d54f2dcf548359,2021-03-11T03:25:07
2606,CryptoPunk #8972,177533,CryptoPunks,ETH,42000000000000000000,3462.909999999999854000,0x577ebc5de943e35cdf9ecb5bbe1f7d7cb6c7c647,0x23f67feb67a3aa1e376d23beaa3f241217e427c9,2021-03-11T02:45:03
2607,CryptoPunk #1142,525763,CryptoPunks,ETH,26990000000000000000,3462.909999999999854000,0x577ebc5de943e35cdf9ecb5bbe1f7d7cb6c7c647,0x51636d9efbfb79631824dd6107d54f2dcf548359,2021-03-11T02:09:39
2608,CryptoPunk #3022,526845,CryptoPunks,ETH,47000000000000000000,3462.909999999999854000,0x19f23312627e560ea0199345782528686f1f3968,0x51636d9efbfb79631824dd6107d54f2dcf548359,2021-03-11T02:08:59
2609,CryptoPunk #6993,529311,CryptoPunks,ETH,20000000000000000000,3462.909999999999854000,0x05c00cef0f843000a6f8506a19fa4beb591c519c,0x84d34f4f83a87596cd3fb6887cff8f17bf5a7b83,2021-03-11T02:08:02
2610,CryptoPunk #4333,178727,CryptoPunks,ETH,120000000000000000000,3462.909999999999854000,0xef768ef781637a7995a2b57ff77825e8abcf682d,0x51636d9efbfb79631824dd6107d54f2dcf548359,2021-03-11T02:04:44
2611,CryptoPunk #729,178416,CryptoPunks,ETH,26990000000000000000,3462.909999999999854000,0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,0x51636d9efbfb79631824dd6107d54f2dcf548359,2021-03-11T02:03:09
2612,CryptoPunk #2348,526489,CryptoPunks,ETH,20500000000000000000,3462.909999999999854000,0x6611fe71c233e4e7510b2795c242c9a57790b376,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,2021-03-11T02:02:53
2613,CryptoPunk #7494,178289,CryptoPunks,ETH,20400000000000000000,3462.909999999999854000,0x97920e2780248e89664f57fa11993bdab947f62a,0xd3804a3c24597b07e3709d7dc38f005731a813ae,2021-03-11T02:01:58
2614,CryptoPunk #4265,527575,CryptoPunks,ETH,25000000000000000000,3462.909999999999854000,0xc24f574d6853f6f6a31c19d468a8c1b3f31c0e54,0x51636d9efbfb79631824dd6107d54f2dcf548359,2021-03-11T02:00:29
2615,CryptoPunk #7103,529389,CryptoPunks,ETH,21490000000000000000,3462.909999999999854000,0x577ebc5de943e35cdf9ecb5bbe1f7d7cb6c7c647,0xc61aa3a9cc5feccd8be36b86deae2f3bf87fa11f,2021-03-11T01:54:17
2616,CryptoPunk #4916,528003,CryptoPunks,ETH,21500000000000000000,3462.909999999999854000,0x5f5df42ddb92d621176a59c437f54fcf1bb4be23,0xf1d601dd082fffba618241a172f3d91809f7b587,2021-03-11T01:53:19
2617,CryptoPunk #1651,178690,CryptoPunks,ETH,125000000000000000000,3462.909999999999854000,0xddfdcb21c935e8432a559cf689c83695b27a4177,0x024bcbcaad82e67f721799e259ca60bc7d363419,2021-03-11T01:53:11
2618,CryptoPunk #6412,528947,CryptoPunks,ETH,19500000000000000000,3462.909999999999854000,0x701f373df763308d96d8537822e8f9b2bae4e847,0x289a0e9c051262593c742ea99abd996cc4aad1e6,2021-03-11T01:51:01
2619,CryptoPunk #3561,527158,CryptoPunks,ETH,18590000000000000000,3462.909999999999854000,0xc7a024df387621e7065a549fd643367b85c8d2aa,0x84d34f4f83a87596cd3fb6887cff8f17bf5a7b83,2021-03-11T01:49:48
2620,CryptoPunk #5329,528243,CryptoPunks,ETH,18500000000000000000,3462.909999999999854000,0x01ec738293d4fa32d99374a4519b450f4db2ba54,0xd3e2e76e4ab0322614fe7aaa3be0b04bed83d0d0,2021-03-11T01:48:26
2621,CryptoPunk #6850,529215,CryptoPunks,ETH,17850000000000000000,3462.909999999999854000,0x6611fe71c233e4e7510b2795c242c9a57790b376,0x68d4a6fad7b5682db97c0a4455e282ce4f193be6,2021-03-11T01:47:09
2622,CryptoPunk #2721,177112,CryptoPunks,ETH,24990000000000000000,3462.909999999999854000,0x5f5df42ddb92d621176a59c437f54fcf1bb4be23,0xbd7b4757f936379595ed5772eb05487c5dbb7d51,2021-03-11T01:45:43
2623,CryptoPunk #8444,176847,CryptoPunks,ETH,16990000000000000000,3462.909999999999854000,0xaae8c50d76c76fb8947c9a203103d28b55862977,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,2021-03-11T01:44:45
2624,CryptoPunk #2976,179335,CryptoPunks,ETH,17490000000000000000,3462.909999999999854000,0x899241b0c41051313ce36271a7e13d54c94877a1,0x50664ede715e131f584d3e7eaabd7818bb20a068,2021-03-11T01:41:20
2625,CryptoPunk #470,525239,CryptoPunks,ETH,17900000000000000000,3462.909999999999854000,0xd8f12b694e408150609751ab779a4f9a42f6a0df,0x84d34f4f83a87596cd3fb6887cff8f17bf5a7b83,2021-03-11T01:41:20
2626,CryptoPunk #9141,530602,CryptoPunks,ETH,19000000000000000000,3462.909999999999854000,0x19f23312627e560ea0199345782528686f1f3968,0x84d34f4f83a87596cd3fb6887cff8f17bf5a7b83,2021-03-11T01:40:02
2627,CryptoPunk #9099,530576,CryptoPunks,ETH,21000000000000000000,3462.909999999999854000,0x899241b0c41051313ce36271a7e13d54c94877a1,0x809e1e2725dbbd8d75eb1a460880932d2e1d4c1f,2021-03-11T01:37:36
2628,CryptoPunk #3467,527104,CryptoPunks,ETH,18500000000000000000,3462.909999999999854000,0x701f373df763308d96d8537822e8f9b2bae4e847,0x077777f53544c2b2ef753c19e8fc048049c5ff95,2021-03-11T01:32:26
2629,CryptoPunk #3291,179791,CryptoPunks,ETH,18500000000000000000,3462.909999999999854000,0x701f373df763308d96d8537822e8f9b2bae4e847,0x5cda7ec9514b4f595992f0f5c4290ad6fd09b71c,2021-03-11T01:30:21
2630,CryptoPunk #1694,526108,CryptoPunks,ETH,39990000000000000000,3462.909999999999854000,0x577ebc5de943e35cdf9ecb5bbe1f7d7cb6c7c647,0x99b57c09f37a3657e2215afd59f7b4de98bce3ff,2021-03-11T01:27:56
2631,CryptoPunk #3389,158910,CryptoPunks,ETH,20000000000000000000,3462.909999999999854000,0x303052148a78a692d7aa89bad454f3e91785488d,0x84ba38696f4f2dbcb88ec2c5f82d24a074d2e6fe,2021-03-11T01:20:33
2632,CryptoPunk #9670,530914,CryptoPunks,ETH,29990000000000000000,3462.909999999999854000,0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,0xef784caf2d2001fb8fbb9678f9a0a1b83cd582dc,2021-03-11T00:53:11
2633,CryptoPunk #2213,526419,CryptoPunks,ETH,45000000000000000000,3462.909999999999854000,0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,0x905f48cbaaaf881dbee913ce040c3b26d3bbc6d9,2021-03-11T00:52:48
2634,CryptoPunk #6055,178360,CryptoPunks,ETH,42000000000000000000,3462.909999999999854000,0x88c50035b55cbc584a1b7db517e11e2d24a2e4ba,0xef784caf2d2001fb8fbb9678f9a0a1b83cd582dc,2021-03-11T00:52:48
2635,CryptoPunk #8569,177763,CryptoPunks,ETH,40000000000000000000,3462.909999999999854000,0x5654967dc2c3f207b68bbd8003bc27a0a4106b56,0xef784caf2d2001fb8fbb9678f9a0a1b83cd582dc,2021-03-11T00:52:48
2636,CryptoPunk #7804,176783,CryptoPunks,ETH,4200000000000000000000,3462.909999999999854000,0x03911fecabd6b4809c88e2e6eb856ec932b2ee3e,0xf4b4a58974524e183c275f3c6ea895bc2368e738,2021-03-11T00:48:39
2637,CryptoPunk #3755,177330,CryptoPunks,ETH,40000000000000000000,3462.909999999999854000,0x49432b32f26486135e56cc92db68360b8a78657e,0xc40df87e16339f21fbb2e59fb38bf2a957a16ffd,2021-03-10T23:01:53
2638,CryptoPunk #5305,528228,CryptoPunks,ETH,17500000000000000000,3462.909999999999854000,0xd7e7bca98ab9fb25e17ad73429e89a40b55708be,0x40a628d16be2ba6956f60402b17f52e8bfe32497,2021-03-10T19:42:24
2639,CryptoPunk #7402,529566,CryptoPunks,ETH,20500000000000000000,3462.909999999999854000,0x5f5df42ddb92d621176a59c437f54fcf1bb4be23,0xda495c2ab0a91623564126778d5ab20fa87c1dfc,2021-03-10T18:53:41
2640,CryptoPunk #5189,528164,CryptoPunks,ETH,18900000000000000000,3462.909999999999854000,0xa98ed85e8408e5331d4330a1b9c661bd94fb848e,0xe85740d4b34f727e8cbc9d676d253a4fd736a239,2021-03-10T18:11:38
2641,CryptoPunk #8337,530118,CryptoPunks,ETH,22500000000000000000,3462.909999999999854000,0x577ebc5de943e35cdf9ecb5bbe1f7d7cb6c7c647,0x5dfa3092be17f441f85a4b3218a7675f0efcf9a3,2021-03-10T18:04:02
2642,CryptoPunk #4252,527571,CryptoPunks,ETH,16000000000000000000,3462.909999999999854000,0x84c920595cde2841a719fe5aa8be5166d8e7c6da,0x68fdcaa73c38ed958401bee3f540052965ed20d7,2021-03-10T17:04:10
2643,CryptoPunk #4312,527612,CryptoPunks,ETH,18990000000000000000,3462.909999999999854000,0x8f6b1e467fbe74d7dd43d59de0558f693c736798,0x0e9aed5c7721c642a032812c2c4816f7d6cb87d7,2021-03-10T16:49:25
2644,CryptoPunk #5706,179923,CryptoPunks,ETH,25000000000000000000,3462.909999999999854000,0x4daef97203fa6654f6338872da5bd1ea2e879533,0x3624df662d0f7db8ac5c8e2dca70a592a1bd02fc,2021-03-10T16:46:34
2645,CryptoPunk #8651,178782,CryptoPunks,ETH,40000000000000000000,3462.909999999999854000,0x577ebc5de943e35cdf9ecb5bbe1f7d7cb6c7c647,0xef784caf2d2001fb8fbb9678f9a0a1b83cd582dc,2021-03-10T16:39:20
2646,CryptoPunk #8834,530435,CryptoPunks,ETH,21490000000000000000,3462.909999999999854000,0x577ebc5de943e35cdf9ecb5bbe1f7d7cb6c7c647,0x7d6e292d76b87a96f5a0c9209609c504efcbb4c7,2021-03-10T15:31:35
2647,CryptoPunk #1845,179820,CryptoPunks,ETH,15000000000000000000,3462.909999999999854000,0xddb7bf0898059b3d088278f90539aaa80ae09bea,0x7f100da8302955ab49981aea42efbb7f8500a0a1,2021-03-10T14:50:03
2648,CryptoPunk #3899,180238,CryptoPunks,ETH,17000000000000000000,3462.909999999999854000,0xf4a77526323f58fa3d215385281ea4ca4a93ed22,0x295ce385a162582f54f01525da8176ee59a96db8,2021-03-10T12:51:48
2649,CryptoPunk #9943,179073,CryptoPunks,ETH,75000000000000000000,3462.909999999999854000,0xcf0e9b4746cfb97bae329fe5f696969f6564566a,0xef784caf2d2001fb8fbb9678f9a0a1b83cd582dc,2021-03-10T08:13:09
2650,CryptoPunk #9834,178660,CryptoPunks,ETH,19000000000000000000,3462.909999999999854000,0x16d1e71f1c1bc6b7a3d1435d5422c767dd298b92,0x8b79b9bcb5a97377b91d22621df2a312958b13bf,2021-03-10T07:48:10
2651,CryptoPunk #7851,178772,CryptoPunks,ETH,39000000000000000000,3462.909999999999854000,0x0735b34a9eb4d4cbe656919146d6b7a8807f789c,0xef784caf2d2001fb8fbb9678f9a0a1b83cd582dc,2021-03-10T07:44:35
2652,CryptoPunk #7190,529441,CryptoPunks,ETH,19000000000000000000,3462.909999999999854000,0x0977614d0a9db619a4bb5352ebfa678a50c21fe6,0xcfd9ccafc35b86299fc5617f66e89c0782bacfe0,2021-03-10T07:37:52
2653,CryptoPunk #1649,526081,CryptoPunks,ETH,24000000000000000000,3462.909999999999854000,0x701f373df763308d96d8537822e8f9b2bae4e847,0xc21087f0b51bb074fb7e060cde64b125c88b0865,2021-03-10T06:58:15
2654,CryptoPunk #7255,529475,CryptoPunks,ETH,18000000000000000000,3462.909999999999854000,0x64d862298fa4221db9507f406f6f433ba18ec053,0xd56c7a90fc69656f47a55654ab8d1b35ea752814,2021-03-10T06:03:31
2655,CryptoPunk #9000,530520,CryptoPunks,ETH,28000000000000000000,3462.909999999999854000,0x5f5df42ddb92d621176a59c437f54fcf1bb4be23,0xef784caf2d2001fb8fbb9678f9a0a1b83cd582dc,2021-03-10T05:59:02
2656,CryptoPunk #9529,530833,CryptoPunks,ETH,23000000000000000000,3462.909999999999854000,0x5f5df42ddb92d621176a59c437f54fcf1bb4be23,0x01ec738293d4fa32d99374a4519b450f4db2ba54,2021-03-10T05:41:03
2657,CryptoPunk #6793,177724,CryptoPunks,ETH,60000000000000000000,3462.909999999999854000,0x84c920595cde2841a719fe5aa8be5166d8e7c6da,0xec7641e298af02c19171451381c570327389b0c2,2021-03-10T04:44:50
2658,CryptoPunk #8429,530179,CryptoPunks,ETH,15990000000000000000,3462.909999999999854000,0xd54c86fb31a2f2f624bb8b46f29ffdf65b426a34,0xacf9774d54725da068b5b74756911c6b04b1eca0,2021-03-10T04:28:21
2659,CryptoPunk #7007,529320,CryptoPunks,ETH,34000000000000000000,3462.909999999999854000,0x49432b32f26486135e56cc92db68360b8a78657e,0xbec69dfce4c1fa8b7843fee1ca85788d84a86b06,2021-03-10T02:55:46
2660,CryptoPunk #3007,526840,CryptoPunks,ETH,45000000000000000000,3462.909999999999854000,0x6611fe71c233e4e7510b2795c242c9a57790b376,0x5e1b3851552903dc614d48f91748313c534c74ca,2021-03-10T00:39:20
2661,CryptoPunk #6498,528994,CryptoPunks,ETH,43000000000000000000,3462.909999999999854000,0xee3766e4f996dc0e0f8c929954eaafef3441de87,0x024bcbcaad82e67f721799e259ca60bc7d363419,2021-03-10T00:26:35
2662,CryptoPunk #8933,530483,CryptoPunks,ETH,21500000000000000000,3462.909999999999854000,0x84c920595cde2841a719fe5aa8be5166d8e7c6da,0x6fe97dbf9888d2a63859dd822960f8da8dab2237,2021-03-09T23:40:46
2663,CryptoPunk #8916,177203,CryptoPunks,ETH,32500000000000000000,3462.909999999999854000,0x6f4a2d3a4f47f9c647d86c929755593911ee91ec,0xee433c8acefafeb457738c0c362c877ca3ab4d59,2021-03-09T23:24:21
2664,CryptoPunk #2405,180255,CryptoPunks,ETH,17000000000000000000,3462.909999999999854000,0x84c920595cde2841a719fe5aa8be5166d8e7c6da,0x968fa02ec46c8f32807f28455dd4c96212c9c7bf,2021-03-09T23:20:24
2665,CryptoPunk #702,525425,CryptoPunks,ETH,15000000000000000000,3462.909999999999854000,0x84c920595cde2841a719fe5aa8be5166d8e7c6da,0x2b82ad50033363fffc3cf001743cbbbb83cdc11a,2021-03-09T22:48:08
2666,CryptoPunk #1585,179586,CryptoPunks,ETH,15000000000000000000,3462.909999999999854000,0x84c920595cde2841a719fe5aa8be5166d8e7c6da,0x258fc9060735e6e77910be5aefc79886994e2b35,2021-03-09T22:48:06
2667,CryptoPunk #9225,180070,CryptoPunks,ETH,22500000000000000000,3462.909999999999854000,0x899241b0c41051313ce36271a7e13d54c94877a1,0xeb8140192ca8abb14e80e7609d96aac3407e33a8,2021-03-09T22:33:20
2668,CryptoPunk #9247,177723,CryptoPunks,ETH,19500000000000000000,3462.909999999999854000,0x33c2656b7b33461f346f697d998d89a110eb42ef,0x9b45755f1f2f813048072a78d4ef44dc8582403c,2021-03-09T22:12:37
2669,CryptoPunk #5926,528617,CryptoPunks,ETH,37000000000000000000,3462.909999999999854000,0x05e2461c8c10138aee241268f28de6003d3dbadb,0xcf8401fabc11524de68ca98e52b7459e52b0ce89,2021-03-09T21:51:37
